subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity,delay_drift_rate,sampling_rule,mfc_familiarity_scale,mcf_familiarity_scale,drift_familiarity_scale,context_sensitivity,feature_sensitivity
81,28,686.7810175301936,PrototypeCMR,0.8778679650439465,0.028990814700477492,0.793135952070043,0.39728679131154226,0.8426622983463509,0.4089913155459719,4.97033893727449,71.1505365969312,0.001741685345593455,0.4235268038321296,4.699691052021255,0.33557064494926236,0,0,0,0,,
82,28,631.1699870091591,PrototypeCMR,0.9121131180248991,0.0778923419203797,0.9019491167782506,0.12969235510463173,0.9999999999999998,0.34235769789151693,0.5637618656542511,62.207305080751716,0.0004921832702929469,0.5652413610120114,2.2696587283609797,0.29050107328125047,0,0,0,0,,
84,28,535.1871541697451,PrototypeCMR,0.6483917532215135,0.02675511893832211,0.9092010044543686,0.7081144270461183,0.5849274869761734,0.17913396129481446,2.3229142136968406,69.30855698572987,0.02103183629275923,0.2821318662395287,7.715312981730009,0.9736229501331026,0,0,0,0,,
85,28,457.38403854926094,PrototypeCMR,0.74520537331731,0.7731212907860266,0.8015115061191554,0.2138377057309413,0.03631238998806139,0.7939941502149048,0.07853845466996262,99.47025203232374,3.0847040775527054e-07,0.9755615112255676,6.642561064157308,0.8201147807034593,0,0,0,0,,
86,28,644.9962775344054,PrototypeCMR,0.6655029288589154,0.07816176719428132,0.6174808476712992,0.24239375036706878,0.0015557936101189328,0.1401078751391573,4.986489821490915,1.0294643405010389,0.003005533622547566,0.39961542806457623,4.358275652178246,0.6212670469562077,0,0,0,0,,
87,28,511.5836245304367,PrototypeCMR,0.9113171881636936,2.220446049250313e-16,0.8966370383328157,0.34132747524400064,0.9999999999999998,0.321601766979114,3.6229847491925273,38.907190822272256,0.030968419922049736,0.1919924566191247,3.921428637615826,6.513983687544796e-08,0,0,0,0,,
88,28,674.8843587703908,PrototypeCMR,0.8425290841588324,0.837999152154678,0.7886927280984171,0.5101122686921724,0.9999999999999998,0.4512026630197253,0.0788466721571414,95.46409331748104,0.005960143822696872,0.3162630042492125,5.192026401036154,0.21600407491683282,0,0,0,0,,
89,28,610.7207166690374,PrototypeCMR,0.6729287081227742,0.783989840326237,0.91666847842093,0.3990381020386221,0.2549328384446336,0.8874941918841951,0.3305762969239886,0.44562905117544793,0.0009789445117885844,0.46713038187467515,6.345862766691414,0.6054150091968115,0,0,0,0,,
90,28,643.7239079394427,PrototypeCMR,0.9285004844632428,0.3019767968568079,0.9410857112221167,0.3272621663485493,0.9055449136059985,0.4784523350462837,0.3805782594711536,43.96472601777219,0.0006982309277887446,0.4909423786347401,4.335357739363512,0.5207626733667359,0,0,0,0,,
91,28,548.0107813644465,PrototypeCMR,0.8988283678073689,0.041979297018154685,0.8274425034966532,0.6209135045917828,2.220446049250313e-16,0.8981454078449511,1.6965293361597713,49.42240573921981,0.010828673053177489,0.3481195381457379,8.836589492400321,0.8988752315203918,0,0,0,0,,
92,28,789.0770172548475,PrototypeCMR,0.8028704875045231,0.20236052978690677,0.8830348284580525,0.36971075442345525,0.8609713019946592,0.40865676124905703,3.1020063704222713,92.67159695797011,0.00017303678284309875,0.5610734454833993,2.984424099140419,0.7781159972308894,0,0,0,0,,
93,28,450.22978365074715,PrototypeCMR,0.9392519090364659,0.14703227345377548,0.832063941253051,0.36005846005579195,0.5163927276226757,0.4481358384053137,3.1009174634509393,64.12241401151358,0.003647627391739593,0.6237412611465543,4.915793462611894,0.38851380329758783,0,0,0,0,,
94,28,472.515055894462,PrototypeCMR,0.8543596675337085,0.03850814553149471,0.7477881309948069,0.12433871036040171,0.9999999999999998,0.14893224050262807,23.457408826945247,3.0141355254669016,0.015539946619494413,0.3590561619917181,2.068504197454447,7.70933491692492e-09,0,0,0,0,,
95,28,572.872783564474,PrototypeCMR,0.7502144687748279,0.04193559855731652,0.8816249203490826,0.3071363056196988,0.6962379782358412,0.3477793370269147,2.3093276563743017,73.66737159986661,0.016032213335833212,0.2755436110088118,3.590378618490905,0.44092317779132917,0,0,0,0,,
96,28,413.3687283510427,PrototypeCMR,0.8149045443434769,0.34044382117252114,0.9766331579608235,0.675635771397793,0.5624822133970446,0.9999999999999998,0.36053252806719305,54.15962320586362,0.031971116974748054,0.18883443120962096,10.0,0.8523879538265235,0,0,0,0,,
98,28,687.935602967096,PrototypeCMR,0.8161353714235884,0.05475070848540798,0.9161872106272857,0.8859330768107974,0.4563298589922544,0.6596844940763021,1.3747331601192885,14.629662230932215,0.0005740929972348993,0.49751454361934905,9.540886979141165,0.7803524651355347,0,0,0,0,,
99,28,680.8111675191955,PrototypeCMR,0.9076099433841233,0.20832626638456067,0.8379978240311645,0.3652616785919701,0.9999999999999998,0.36270644101429095,4.1159407967374175,29.411138766041677,0.0018162634411107545,0.4059251999921161,4.148990341369752,2.7102406825016618e-12,0,0,0,0,,
100,28,540.0996232321786,PrototypeCMR,0.6952084102195492,2.220446049250313e-16,0.6952369473707045,0.46766188953323606,0.661041631997281,0.34529547341847244,2.2588027768143566,11.027857892765576,0.00810204608783951,0.38169868396283985,6.594573085655174,0.9999999999894144,0,0,0,0,,
101,28,711.132986802364,PrototypeCMR,0.8502296625367579,0.1405849705785834,0.7531644980772323,0.5089106666070673,0.3350346092348313,0.547138715013021,1.5576784840050106,0.8810994863623248,6.700885605800715e-05,0.592589570072508,7.6750620518468775,0.45572573750412526,0,0,0,0,,
102,28,605.9208710853753,PrototypeCMR,0.9400695614106065,0.055971572228866964,0.8480845881044634,0.3110335479570696,0.9999999999999998,0.24578322795783916,9.829784110583788,85.2498501331462,0.008780977144175443,0.31959656404795045,3.4364202380134397,1.1268363294169873e-05,0,0,0,0,,
103,28,372.43976318309467,PrototypeCMR,0.9057785803718754,2.220446049250313e-16,0.9046372077881294,0.2207665447255318,0.9999999999999998,0.47604463058053964,5.734984016938348,28.17337835851328,0.0334081141197566,0.3572214523712304,2.582080563462532,2.220446049250313e-16,0,0,0,0,,
